URL,Label
https://www.alljoypoultryfarm.co.za,Bad
https://www.sapuppiesworld.co.za,Bad
https://www.intrustplc.online,Bad
https://www.flyviewbank.com,Bad
https://www.authenticbills.com,Bad
https://www.hapagcargo.com,Bad
http://www.fastglobalparcelservices.com,Bad
http://www.efescourier.com,Bad
https://www.stockence.com,Bad
https://www.cryptanalysis-delivery.com,Bad
http://www.timelessexpresslogistics.com,Bad
https://www.presscourierlogistics.com,Bad
https://www.intrustplc.com,Bad
https://www.ebankcroatia.co,Bad
https://www.puppiesparade.co.za,Bad
http://www.dtdclogisticsonline.com,Bad
http://www.thexpresslogisticsltd.com,Bad
http://www.evergreenexpressltd.com,Bad
https://www.fastparcelserviceltd.com,Bad
https://www.barr-tomrobb.com,Bad
http://www.barclayfxt.com,Bad
http://www.theroyallogistics.online,Bad
http://www.theatlanticourier.online,Bad
https://www.harpictradings.com,Bad
http://www.allcitizensltd.com,Bad
http://www.coastlinealianceunion.com,Bad
http://www.desskyfinance.com,Bad
https://www.investe-finance.com,Bad
http://algroupbank.com,Bad
http://www.pfizerpostal.com,Bad
http://www.usarmysyriabase.com,Bad
http://www.bestdeliverycompany.online,Bad
http://www.ifbiusagov.com,Bad
http://www.moontrust-bank.com,Bad
http://www.stargatexpressservices.world,Bad
http://www.fastcashloansza.com,Bad
http://www.ukalphabank.com,Bad
http://www.ceissbank.com,Bad
https://www.dominionrottweilershome.com,Bad
https://www.productsale.co.za,Bad
https://www.dorisfarm.co.za,Bad
https://www.starslogisticsllc.com,Bad
http://www.fluffydevonrexkittens.com,Bad
http://www.saa4papersupplies.co.za,Bad
https://www.lesegopoultry.co.za,Bad
https://www.carlinepuppies.com,Bad
http://www.helmslytrus.com,Bad
https://www.aandgfinancelimited.com,Bad
https://www.sealinfo.org,Bad
https://www.trusteclick.com,Bad
http://dbanksgroup-001-site1.etempurl.com,Bad
http://www.portcontainerssa.co.za,Bad
https://www.partternconstruct.co.uk,Bad
https://www.queenspoultryfarm.co.za,Bad
http://www.bwvgrouptradingltd.com,Bad
http://www.hlifsb.com,Bad
http://www.alraynb.com,Bad
https://www.talkashee.com,Bad
https://www.ibritishexpats.com,Bad
https://www.justananswer.org,Bad
https://www.forscamadviser.com,Bad
https://www.joypuppies.com,Bad
https://www.safetimex.com,Bad
http://www.airforce-raaf.org,Bad
https://www.lafrimepuppies.co.za,Bad
https://www.sandhurstpoultry.co.za,Bad
https://www.abteltek.com,Bad
https://www.globalprovisions.co.uk,Bad
https://www.oracle-community.com,Bad
https://www.diamondcourierlogistics.com,Bad
https://www.fresnotta.com,Bad
https://www.adonapuppieshome.com,Bad
http://www.royal-australian-air-force-gov-au.com,Bad
https://www.arabellapuppies.com,Bad
